"State","District","Date","Year","Month","Avg_rainfall","Agency_name"
"Andhra Pradesh","Srikakulam","2022-10-02","2022","10","2.2868379743","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-10-03","2022","10","6.7145699745","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-10-04","2022","10","4.3308047796","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-10-05","2022","10","25.4429657604","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-10-06","2022","10","17.1335203376","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-10-07","2022","10","13.1498740865","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-10-08","2022","10","13.4173462039","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-10-09","2022","10","11.1317090971","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-10-10","2022","10","15.1377347098","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-10-11","2022","10","1.5265728529","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-10-12","2022","10","0.4406861119","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-10-13","2022","10","1.7368092058","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-10-14","2022","10","2.544375473","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-10-15","2022","10","4.2058949071","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-10-16","2022","10","7.5074338769","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-10-17","2022","10","0.0775212781","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-10-18","2022","10","0.0005627137","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-10-19","2022","10","1.6276080156","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-10-20","2022","10","0.2487513744","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-10-21","2022","10","0.1994059295","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-10-22","2022","10","0.1034324513","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-10-23","2022","10","1.0171E-6","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-10-24","2022","10","0.0574591581","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-10-25","2022","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-10-26","2022","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-10-01","2022","10","16.3875907951","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-10-02","2022","10","17.3632718641","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-10-03","2022","10","14.0305308344","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-10-04","2022","10","7.128153996","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-10-05","2022","10","12.2954365912","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-10-06","2022","10","27.3384149523","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-10-07","2022","10","19.1441137441","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-10-08","2022","10","10.9215103424","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-10-09","2022","10","7.6674174188","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-10-10","2022","10","15.6214217991","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-10-11","2022","10","2.3594512281","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-10-12","2022","10","0.3853761813","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-10-13","2022","10","5.8772734171","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-10-14","2022","10","13.8054398624","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-10-15","2022","10","17.83243647","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-10-16","2022","10","7.969280624","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-10-17","2022","10","0.1252031398","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-10-18","2022","10","1.2415470378","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-10-19","2022","10","7.5930459371","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-10-20","2022","10","1.5528051235","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-10-21","2022","10","0.7802878697","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-10-22","2022","10","7.7869E-6","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-10-23","2022","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-10-24","2022","10","0.0201714857","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-10-25","2022","10","0.0049095929","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-10-26","2022","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-10-01","2022","10","4.6450390689","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-10-02","2022","10","13.6922374827","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-10-03","2022","10","8.5676147362","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-10-04","2022","10","4.796730038","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-10-05","2022","10","21.4664558616","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-10-06","2022","10","32.4277883655","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-10-07","2022","10","25.9571554252","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-10-08","2022","10","19.5641639254","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-10-09","2022","10","17.0108170315","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-10-10","2022","10","27.8409493549","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-10-11","2022","10","3.5024924259","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-10-12","2022","10","2.2965164648","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-10-13","2022","10","5.3242332556","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-10-14","2022","10","5.0050850089","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-10-15","2022","10","15.9313278883","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-10-16","2022","10","11.6610442043","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-10-17","2022","10","1.4484426353","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-10-18","2022","10","0.0121201342","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-10-19","2022","10","7.6582905139","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-10-20","2022","10","0.1497209195","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-10-21","2022","10","0.0092120695","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-10-22","2022","10","0.0323776719","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-10-23","2022","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-10-24","2022","10","0.1899172221","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-10-25","2022","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-10-26","2022","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-10-01","2022","10","17.613915534","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-10-02","2022","10","9.2214944617","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-10-03","2022","10","0.2810548869","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-10-04","2022","10","2.5645551165","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-10-05","2022","10","0.1742251861","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-10-06","2022","10","34.2679230129","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-10-07","2022","10","20.9645971328","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-10-08","2022","10","15.2471942906","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-10-09","2022","10","3.4914356852","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-10-10","2022","10","17.6343173453","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-10-11","2022","10","8.0598956031","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-10-12","2022","10","8.1976536313","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-10-13","2022","10","2.0036532226","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-10-14","2022","10","6.8780652064","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-10-15","2022","10","35.9350552727","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-10-16","2022","10","9.2333626489","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-10-17","2022","10","4.015144735","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-10-18","2022","10","1.9549521072","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-10-19","2022","10","12.9436156546","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-10-20","2022","10","4.4087872643","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-10-21","2022","10","1.4189607311","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-10-22","2022","10","0.0771230188","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-10-23","2022","10","7.77119E-5","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-10-24","2022","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-10-25","2022","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-10-26","2022","10","NA","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-10-01","2022","10","4.5348218539","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-10-02","2022","10","4.2091445222","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-10-03","2022","10","0.1713296293","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-10-04","2022","10","0.0294476096","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-10-05","2022","10","0.6015830588","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-10-06","2022","10","18.6473168113","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-10-07","2022","10","19.1414514579","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-10-08","2022","10","0.4589193243","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-10-09","2022","10","2.3068001219","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-10-10","2022","10","5.2697443081","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-10-11","2022","10","1.0466422021","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-10-12","2022","10","0.2220063205","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-10-13","2022","10","15.4367784797","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-10-14","2022","10","11.7495986364","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-10-15","2022","10","1.4372824652","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-10-16","2022","10","0.2896249357","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-10-17","2022","10","1.0323115408","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-10-18","2022","10","0.4923505726","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-10-19","2022","10","0.2541819915","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-10-20","2022","10","2.3873114421","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-10-21","2022","10","2.4357936259","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-10-22","2022","10","4.6026816786","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-10-23","2022","10","0.0005192783","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-10-24","2022","10","0.0013262285","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-10-25","2022","10","0.002970812","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-10-26","2022","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-10-01","2022","10","1.84934E-5","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-10-02","2022","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-10-03","2022","10","0.1026075486","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-10-04","2022","10","0.0386078605","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-10-05","2022","10","2.2670947279","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-10-06","2022","10","4.3342682583","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-10-07","2022","10","0.3487236142","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-10-08","2022","10","0.3252286224","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-10-09","2022","10","0.6852104087","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-10-10","2022","10","4.1472023103","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-10-11","2022","10","6.7526814283","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-10-12","2022","10","2.9815872679","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-10-13","2022","10","1.3796429579","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-10-14","2022","10","0.1752075614","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-10-15","2022","10","0.0181568077","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-10-16","2022","10","0.0132919231","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-10-18","2022","10","0.006044593","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-10-19","2022","10","0.0341511532","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-10-20","2022","10","0.0131410639","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-10-21","2022","10","0.0062913566","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-10-22","2022","10","0.0193463778","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-10-17","2022","10","0.0144216699","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-10-23","2022","10","0.0081645462","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-10-24","2022","10","0.4092430889","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-10-25","2022","10","14.1664220325","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-10-26","2022","10","4.7988092573","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-10-01","2022","10","0.0227937449","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-10-02","2022","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-10-03","2022","10","1.924728212","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-10-04","2022","10","0.5402579502","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-10-05","2022","10","5.0906091955","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-10-06","2022","10","3.0477464411","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-10-07","2022","10","1.9415180044","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-10-08","2022","10","0.3002760263","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-10-09","2022","10","3.4530504142","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-10-10","2022","10","5.6958501116","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-10-11","2022","10","4.0785818906","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-10-12","2022","10","2.4718453204","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-10-13","2022","10","4.1890595671","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-10-14","2022","10","0.6496758279","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-10-15","2022","10","0.5131085855","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-10-16","2022","10","0.0023233795","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-10-18","2022","10","0.1878060278","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-10-19","2022","10","4.2784524791","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-10-20","2022","10","0.7703088286","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-10-21","2022","10","0.8857058808","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-10-17","2022","10","0.0028603898","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-10-22","2022","10","8.458E-7","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-10-23","2022","10","0.0232760829","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-10-24","2022","10","1.7201832098","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-10-25","2022","10","14.4073602442","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-10-26","2022","10","15.0567353936","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-10-01","2022","10","0.0359340367","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-10-02","2022","10","0.0269317997","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-10-03","2022","10","0.2009750473","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-10-04","2022","10","0.873751514","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-10-05","2022","10","4.6934347268","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-10-06","2022","10","9.6996945739","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-10-07","2022","10","1.482024689","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-10-08","2022","10","1.7320421007","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-10-09","2022","10","6.1440646311","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-10-10","2022","10","11.0357486842","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-10-11","2022","10","9.4934852231","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-10-12","2022","10","9.3032043244","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-10-13","2022","10","4.1288076096","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-10-14","2022","10","1.7624002411","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-10-15","2022","10","0.5330783028","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-10-16","2022","10","0.2147059605","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-10-17","2022","10","0.2464563233","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-10-18","2022","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-10-19","2022","10","0.4344369131","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-10-20","2022","10","0.036209418","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-10-21","2022","10","0.0045459692","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-10-22","2022","10","0.2473254775","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-10-23","2022","10","0.0859617982","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-10-24","2022","10","2.9044862503","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-10-25","2022","10","24.0081615894","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-10-26","2022","10","27.13697688","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2022-10-01","2022","10","0.7094118401","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2022-10-02","2022","10","0.084109488","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2022-10-03","2022","10","0.0930274314","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2022-10-04","2022","10","1.0537573892","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2022-10-05","2022","10","2.1554013654","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2022-10-06","2022","10","11.0662269148","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2022-10-07","2022","10","5.5024715599","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2022-10-08","2022","10","2.6736440898","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2022-10-09","2022","10","3.7670710971","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2022-10-10","2022","10","11.6783141521","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2022-10-11","2022","10","3.8089720537","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2022-10-12","2022","10","6.3155841146","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2022-10-13","2022","10","1.4547939614","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2022-10-14","2022","10","2.3931178415","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2022-10-15","2022","10","4.998138207","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2022-10-16","2022","10","0.0906150849","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2022-10-18","2022","10","0.0167100362","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2022-10-19","2022","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2022-10-20","2022","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2022-10-21","2022","10","NA","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2022-10-17","2022","10","0.0994602227","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2022-10-22","2022","10","0.0681826438","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2022-10-23","2022","10","0.7666837481","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2022-10-24","2022","10","7.4707452283","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2022-10-25","2022","10","40.2604951508","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2022-10-26","2022","10","12.6183060682","NRSC VIC MODEL"
"Arunachal Pradesh","East Siang","2022-10-01","2022","10","NA","NRSC VIC MODEL"
